id,prediction
43185,0.535124871132888
43186,0.365813347761649
43187,0.365813347761649
43188,0.471488599431833
43189,0.471488599431833
43190,0.471488599431833
43191,0.471488599431833
43192,0.492464479219323
43193,0.492464479219323
43194,0.492464479219323
43195,0.575172439483924
43196,0.591364496393172
43197,0.591364496393172
43198,0.591364496393172
43199,0.563608196800352
43200,0.497466860841232
43201,0.497466860841232
43202,0.167843450522904
43203,0.167843450522904
43204,0.167843450522904
43205,0.587103853459696
43206,0.587103853459696
43207,0.587103853459696
43208,0.587103853459696
43209,0.587103853459696
43210,0.710757812211026
43211,0.776004632508625
43212,0.463156268020641
43213,0.463156268020641
43214,0.463156268020641
43215,0.463156268020641
43216,0.463156268020641
43217,0.463156268020641
43218,0.444355781974508
43219,0.50999891623273
43220,0.54700337917636
43221,0.54700337917636
43222,0.501423722845194
43223,0.501423722845194
43224,0.548814962655433
43225,0.548814962655433
43226,0.548814962655433
43227,0.548814962655433
43228,0.548814962655433
43229,0.548814962655433
43230,0.548814962655433
43231,0.548814962655433
43232,0.548814962655433
43233,0.548814962655433
43234,0.548814962655433
43235,0.548814962655433
43236,0.548814962655433
43237,0.548814962655433
43238,0.548814962655433
43239,0.548814962655433
43240,0.548814962655433
43241,0.548814962655433
43242,0.5390560001635
43243,0.5390560001635
43244,0.5390560001635
43245,0.5390560001635
43246,0.5390560001635
43247,0.5390560001635
43248,0.5390560001635
43249,0.5390560001635
43250,0.5390560001635
43251,0.5390560001635
43252,0.5390560001635
43253,0.5390560001635
43254,0.5390560001635
43255,0.5390560001635
43256,0.5390560001635
43257,0.5390560001635
43258,0.460372419450808
43259,0.529519046879565
43260,0.284634194253176
43261,0.401938279910723
43262,0.401938279910723
43263,0.451808823653873
43264,0.472199016789957
43265,0.472199016789957
43266,0.414481872285136
43267,0.414481872285136
43268,0.414481872285136
43269,0.414481872285136
43270,0.414481872285136
43271,0.414481872285136
43272,0.414481872285136
43273,0.414481872285136
43274,0.414481872285136
43275,0.414481872285136
43276,0.414481872285136
43277,0.0428182217015913
43278,0.414481872285136
43279,0.414481872285136
43280,0.414481872285136
43281,0.414481872285136
43282,0.414481872285136
43283,0.414481872285136
43284,0.414481872285136
43285,0.414481872285136
43286,0.414481872285136
43287,0.414481872285136
43288,0.414481872285136
43289,0.414481872285136
43290,0.414481872285136
43291,0.414481872285136
43292,0.47422017719585
43293,0.466707196426474
43294,0.466707196426474
43295,0.466707196426474
43296,0.541372853447853
43297,0.541372853447853
43298,0.541372853447853
43299,0.372358982558638
43300,0.372358982558638
43301,0.372358982558638
43302,0.372358982558638
43303,0.372358982558638
43304,0.542395468488749
43305,0.542395468488749
43306,0.542395468488749
43307,0.542395468488749
43308,0.542395468488749
43309,0.542395468488749
43310,0.542395468488749
43311,0.542395468488749
43312,0.542395468488749
43313,0.542395468488749
43314,0.542395468488749
43315,0.542395468488749
43316,0.542395468488749
43317,0.542395468488749
43318,0.542395468488749
43319,0.542395468488749
43320,0.542395468488749
43321,0.542395468488749
43322,0.542395468488749
43323,0.542395468488749
43324,0.542395468488749
43325,0.542395468488749
43326,0.411931423485337
43327,0.369929288804135
43328,0.369929288804135
43329,0.369929288804135
43330,0.343491005540371
43331,0.343491005540371
43332,0.343491005540371
43333,0.343491005540371
43334,0.445558615494447
43335,0.445558615494447
43336,0.445558615494447
43337,0.445558615494447
43338,0.445558615494447
43339,0.445558615494447
43340,0.62532355401394
43341,0.350963692165275
43342,0.588462885249708
43343,0.702128382779378
43344,0.460471984524945
43345,0.460471984524945
43346,0.460471984524945
43347,0.460471984524945
43348,0.460471984524945
43349,0.548743190787752
43350,0.548743190787752
43351,0.548743190787752
43352,0.548743190787752
43353,0.548743190787752
43354,0.0713610573589728
43355,0.548743190787752
43356,0.548743190787752
43357,0.548743190787752
43358,0.548743190787752
43359,0.548743190787752
43360,0.548743190787752
43361,0.548743190787752
43362,0.548743190787752
43363,0.616358391933647
43364,0.645891566459871
43365,0.645891566459871
43366,0.640834434440582
43367,0.62532355401394
43368,0.476990703066318
43369,0.586098609910044
43370,0.195334939432798
43371,0.588462885249708
43372,0.588462885249708
43373,0.529519046879565
43374,0.529519046879565
43375,0.401938279910723
43376,0.401938279910723
43377,0.401938279910723
43378,0.472199016789957
43379,0.434921830350599
43380,0.434921830350599
43381,0.645891566459871
43382,0.67543331575031
43383,0.752824599646888
43384,0.205549133064429
43385,0.67729709577512
43386,0.411931423485337
43387,0.401938279910723
43388,0.401938279910723
43389,0.560140126573049
43390,0.466707196426474
43391,0.466707196426474
43392,0.466707196426474
43393,0.466707196426474
43394,0.466707196426474
43395,0.515415961550193
43396,0.515415961550193
43397,0.459403060607344
43398,0.43481356018187
43399,0.164353233484244
43400,0.15527986420199
43401,0.15527986420199
43402,0.47940548482244
43403,0.603455367674308
